Horizon,Metric,Base_10k,Base_30k,Rand_Mean,Rand_Std,Rand_WinRate,Best_Mean,Best_Median,Best_Std,Best_WinRate,Best_Gain_vs_10k(%),Best_vs_Rand_Pval
1,RMSE,0.008305019718898297,0.012019804621353233,0.022999973814471907,0.00424534079465223,0.0,0.012694072777848004,0.011947672436065726,0.0028630490813434366,0.0,-52.848195519178574,1.4794202767012586e-15
1,NP,0.226,0.06666666666666667,0.1855072463768116,0.09053459168738846,67.3913043478261,0.07497222222222222,0.072,0.010227629878107726,100.0,66.82645034414946,1.7867844122942676e-12
1,MAPE,0.017064890078591792,0.01775801216083871,0.04440129016860402,0.012125961897774639,0.0,0.022719406829881595,0.021350911663670896,0.005265711625235547,10.416666666666668,-33.13538338218478,2.5452577001524787e-14
10,RMSE,0.022271589081284425,0.027548258756411703,0.07348040954444025,0.026949576901484786,0.0,0.02875346542443973,0.026450147681711018,0.009010996244343426,22.916666666666664,-29.103789224461963,2.1263248582386007e-15
10,NP,0.284,0.08266666666666667,0.28240579710144925,0.16791252739011372,56.52173913043478,0.09948611111111111,0.097,0.015219273324829113,100.0,64.96967918622848,1.6742450415287207e-11
10,MAPE,0.031041113779039408,0.03446235643697599,0.12080462812433855,0.059855764490922156,0.0,0.04403197031861302,0.04271951024557693,0.012072436809610137,8.333333333333332,-41.850484592939196,2.6969632446865214e-14
20,RMSE,0.07086889549231261,0.07757945777265231,0.18407528708390164,0.047837733116438325,2.1739130434782608,0.0884589987335805,0.08288253250010072,0.029316853458864558,26.136363636363637,-24.82062563424027,1.1282614515384735e-17
20,NP,0.3546666666666667,0.106,0.31705797101449285,0.19137627991811812,63.04347826086957,0.12684848484848485,0.13066666666666665,0.019218107487591514,100.0,64.23444976076556,2.738144095208529e-11
20,MAPE,0.10365464074486008,0.09902829410798503,0.35713998974648986,0.13499313067714053,2.1739130434782608,0.12268144334869581,0.11107184554058948,0.04849467757405304,31.818181818181817,-18.355958273657137,4.264747170111638e-18
